"institution.name","collection","object_number","object_category","object_name","title","description","creator","creator.role","production.place","production.period","production.date.start","production.date.start.prec","production.date.end","production.date.end.prec","material","material.part","dimension.part","dimension.value","dimension.unit","inscription.content","association.person","association.subject.type","association.subject","association.period"
"Industriemuseum","wonen","V13225","kooktoestellen","fornuis","Gasfornuis van het merk Fobrux","Geëmailleerd gasfornuis op onderstel met 3 branders en oven. Van het merk Les Fonderies Bruxelloises.","Les Fonderies Bruxelloises (Fobrux)","fabrikant","Haren (Brussel)","begin 20ste eeuw","1920","","1920","","plaatijzer","geheel","geheel","85","cm","","Les Fonderies Bruxelloises (Fobrux)","onderwerp","wonen","begin 20ste eeuw"
"Industriemuseum","wonen","V15293","verwarmingstoestellen","straalkachel","Elektrische straalkachel van het merk Nestor Martin","Verplaatsbare geëmailleerde kachel op elektriciteit van het merk Nestor Martin, type G 11 G-serie III.
Technisch: 220V - 1000W.","Nestor Martin","fabrikant","Sint-Agatha-Berchem (Brussel)","2de kwart 20ste eeuw","","","","","gietijzer","voorzijde","geheel","26","cm","Type G 11 G - serie III / 1000 W 220 V","Nestor Martin","onderwerp","wonen",""
"Industriemuseum","wonen","V13214","kooktoestellen","fornuis","Gasfornuis van het merk Godin","Geëmailleerd gasfornuis met 4 branders en oven. Tafelmodel met rugplaat. Van het merk Godin.","Godin","fabrikant","Guise","begin 20ste eeuw","1920","","","","gietijzer","geheel","geheel","74","cm","","Godin","onderwerp","wonen","begin 20ste eeuw"
"Industriemuseum","textiel","V04893","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, twee kwasten: turkse knoop, chardon bouclé, flèche gerold met tros. Keel: chardon bouclé. Rok: torse moulinée. Kleur: lichtgeel.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","58","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04896","toonzaalmodellen","kwast passement","Gland of kwast met vorm, keel en rok","Kwast bestaande uit lus, gevlochten galon, chardon bouclé met rozetten, platte peer gerold met passé en croix. Keel: chardon bouclé met rozetten. Rok: torse moulinée omgeven door mèches. Kleur: donkerroze.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1980","ca.","textiel","geheel","geheel","29","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04961","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, twee kwasten: peer gesatineerd met tros. Rok: torse moulinée. Kleur: mauve, rood en wit.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","52","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04949","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met sierknoop, twee kwasten: chardon bouclé, peer gesatineerd met tros. Keel: rol gerold met mèches à balai. Rok: gesneden. Kleur: lichtblauw en lichtroze.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","54","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04978","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, kwasten: chardon bouclé, koepel gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: blauw en bruin.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","51","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V15524","benodigdheden spinnen","spinnewiel","Indisch spinnewiel voor katoen","Indisch spinnewiel voor katoen in fraai versierd hout. Daar waar bij het oude en het Saksisch spinnewiel de spinster plaats neemt op een laag zitje, zit de bediener(-ster) van het Indisch spinnewiel dwars voor het spinnewiel op de grond. Naargelang de positie van de spil kan het spinnen door één of twee personen gebeuren. In de huidige stand wordt het rad, door bijvoorbeeld een kind, in beweging gebracht. De spinster neemt in dit geval aan de andere zijde van het spinnewiel plaats en heeft beide handen vrij om de vezels naar het spinnewiel te geleiden.","onbekend","","","","","","","","hout","geheel","geheel","57","cm","","","onderwerp","textiel",""
"Industriemuseum","documentaire collectie","D00658","","boekje","Werkboekje van Jean Louis Cleyman","Werkboekje uitgereikt door gemeentebestuur van Gent aan Jean Louis Cleyman, geboren op 27 oktober 1893, man, 12 jaar, fabriekwerker . Datum van afgifte van het boekje: 27/10/1905. Nummer van het boekje: 5788. Datum van eerste indiensttreding: 29/11/1905. Werkgevers: Verschraegen (29/11/1905-14/06/1906); Usines Cotonnières Gand-Zele SA (06/07/1906-25/09/1907); SA Linières St-Sauveur (02/10/1907-06/01/1921); Felix Beernaerts (22/10/1930-24/02/1930 ).
","","","","1ste helft 20ste eeuw","1905","","1930","","","","","15.5","cm","","Usines Cotonnières Gand-Zele-Tubize nv","onderwerp","werkboekje","1ste helft 20ste eeuw"
"Industriemuseum","documentaire collectie","D01182","","boekje","Wetboekje van Oscar Reyniers","Vrouwen- en kinderarbeidswetboekje uitgereikt door gemeentebestuur van Gent aan Oscar Reyniers, geboren op 15 oktober 1932, man, 14 jaar. Datum van afgifte van het boekje: 23/10/1946. Nummer van het boekje: 373/175.","Stad Gent","uitgever","Gent","2de kwart 20ste eeuw","1946","","1946","","papier","","","13","cm","","","onderwerp","werkboekje","2de kwart 20ste eeuw"
"Industriemuseum","textiel","V04753","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, twee kwasten: pain de sucre, gesatineerd met tros, bovenaan chardon bouclé. Keel: chardon bouclé. Rok: torse moulinée. Kleur: geel.","De Backer Passementerie","fabrikant","Brussel (stad)","1ste helft 20ste eeuw","1900","ca.","1950","ca.","textiel","gordijnophouder","geheel","40","cm","","","onderwerp","textiel","1ste helft 20ste eeuw"
"Industriemuseum","energie","V08473","systeemonderdelen","gasmeter","Verbruiksmeter voor gas van het merk EGEA met muntstukken","Ronde natte gasteller van het merk EGEA (Eau - Gaz - Électricité - Applications) met muntstukken van 1,00 Bf. Het mechanisme met de munten is van het merk Sigma.
Technisch: 10 becs - 1400 liter/u.","EGEA (Eau-Gaz-Electricité et Applications)","fabrikant","Ukkel (Brussel)","2de kwart 20ste eeuw","1945","","","","metaal","geheel","geheel","30","cm","EAU-GAZ-ELECTRICITÉ ET APPLICATIONS / 140 RUE DE STALLE - UCCLE BRUXELLES / COMPTEUR 10 BECS / N° 1564198 / 1400 LITRES À L'HEURE / 1945 / E.G.E.A.","","onderwerp","energie","2de kwart 20ste eeuw"
"Industriemuseum","textiel","V23513","benodigdheden hoedenmaker","hoedenvorm","Houten mal of vorm voor hoedenrand","Ovalen hoedenmal die gebruikt wordt om hoedenranden op vorm te maken. Aan de bovenzijde 2 metalen pinnen om volgende ondedeel vast te zetten.
Omtrek: 72 cm.","onbekend","","","2de helft 20ste eeuw","","","","","hout","geheel","geheel","11","cm","","Bolle (pettenfabrikant)","onderwerp","textiel",""
"Industriemuseum","textiel","V23509","benodigdheden hoedenmaker","hoedenvorm","Houten mal of vorm voor hoedenrand","Ovalen hoedenmal met in het midden een opening die gebruikt wordt om hoedenranden op vorm te maken.","onbekend","","","2de helft 20ste eeuw","","","","","hout","geheel","geheel","10.5","cm","","Bolle (pettenfabrikant)","onderwerp","textiel",""
"Industriemuseum","wonen","V01848","lichaamshygiëne","zeepbakje","Geëmailleerd zeepbakje","Model om aan een wand te bevestigen.","onbekend","","","","","","","","metaal","geheel","geheel","8.5","cm","","","onderwerp","wonen",""
"Industriemuseum","werken","V26746","lichaamshygiëne","zeep","Spuitbus met reinigingscrème van het merk Derma-'K'len","Spuitbus met reinigingscrème voor de handen. Te gebruiken zonder water. Gebruikt als atelierzeep om bijvoorbeeld vet, olie en teer te verwijderen. Product van het merk Derma-'K'len, geproduceerd door Kernite.  Verpakking van 400 ml. Tekst in het Frans en het Nederlands. Met gebruiksaanwijzing op de achterzijde van de spuitbus.","Kernite","fabrikant","Groot-Brittannië","3de kwart 20ste eeuw","1980","ca.","","","metaal","spuitbus","geheel","20","cm","DERMA-'K'LEN / in de nieuwe formule / Reinigingscrème voor de handen / Gebruikt zonder water / NETTO VOLUME 400 ml / Made in England","Kernite","onderwerp","werken","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V13151","verwarmingstoestellen","kachel","Gaskachel zonder merk","Geëmailleerde kachel op gas zonder merk. Met bijhorende vloerplaat (niet op foto).","onbekend","","","2de kwart 20ste eeuw","","","","","gietijzer","geheel","geheel","75","cm","","","onderwerp","wonen","2de kwart 20ste eeuw"
"Industriemuseum","textiel","V04512-001","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met figuratief motief. Rok: cousu eindigend op mèches. Kleur: roze, wit en lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","33","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V02658","textielgarens","garen","Spoel met inslaggaren voor passement","Spoel in kunststof omwonden met polyester garen met de kleur mat wit.","onbekend","","","2de helft 20ste eeuw","1950","ca.","1990","ca.","polyester","garen","geheel","7.6","cm","","","onderwerp","textiel","2de helft 20ste eeuw"
"Industriemuseum","textiel","V04510-001","toonzaalmodellen","crête passement","Crête als ornament voor het vervaardigen van passement","Crête dans le pas. Kleur: rood en wit.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","23","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","wonen","V09006","kooktoestellen","fornuis","Kolenfornuis van het merk Les Fonderies Bruxelloises","Geëmailleerd kolenfornuis met oven en bordenwarmer. Van het merk Les Fonderies Bruxelloises.","Les Fonderies Bruxelloises (Fobrux)","fabrikant","Haren (Brussel)","1ste helft 20ste eeuw","1920","ca.","1940","ca.","metaal","geheel","geheel","79","cm","FONDERIES BRUXELLOISES / HAREN","Les Fonderies Bruxelloises (Fobrux)","onderwerp","wonen","1ste helft 20ste eeuw"
"Industriemuseum","wonen","V09033","keukengerei","melkpan","Geëmailleerde melkpan met giettuit","","onbekend","","","","","","","","metaal","geheel","geheel","11","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V09040","lichaamshygiëne","waskom","Geëmailleerde waskom","","onbekend","","","","","","","","metaal","geheel","geheel","11.5","cm","","","onderwerp","wonen",""
"Industriemuseum","textiel","V04776","toonzaalmodellen","kwast passement","Gland of kwast met 4 vormen, keel en rok","Kwast bestaande uit kabel, omgekeerde koepel gesatineerd met roulé-barré, geschroefde rol gesatineerd, bol gerold met passé en croix, geschroefde rol gesatineerd. Keel: plateau gesatineerd met rozetten. Rok: torse moulinée. Kleur: roze.","De Backer Passementerie","fabrikant","Brussel (stad)","1ste helft 20ste eeuw","1900","ca.","1950","ca.","textiel","geheel","kwast","45","cm","","","onderwerp","textiel","1ste helft 20ste eeuw"
"Industriemuseum","textiel","V04775","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met sierknoop, twee kwasten: chardon bouclé. Rok: torse moulinée. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","1ste helft 20ste eeuw","1900","ca.","1950","ca.","textiel","gordijnophouder","geheel","28","cm","","","onderwerp","textiel","1ste helft 20ste eeuw"
"Industriemuseum","textiel","V02712-001","textielgarens","garen","Spoel met inslaggaren voor passement","Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur nieuw jay blauw 150.","onbekend","","","2de helft 20ste eeuw","1950","ca.","1990","ca.","viscose","garen","geheel","6.8","cm","","","onderwerp","textiel","2de helft 20ste eeuw"
"Industriemuseum","wonen","V01743","benodigdheden strijken","stijfsel","Doos stijfsel van het merk Souplex","Stijfsel van het merk Souplex. Geproduceerd door Stijfselfabriek De Bijenkorf nv. Verpakking van 130 gram. Met tekst in het Nederlands en in Frans en gebruiksaanwijzing op de zijkant van de doos.","De Bijenkorf Stijfselfabriek nv","fabrikant","Koog aan de Zaan","3de kwart 20ste eeuw","1950","ca.","1970","ca.","stijfsel","inhoud","geheel","8.5","cm","bevat aktief brillantex / SOUPLEX / koud-water stijfsel / DIREKT KLAAR IN KOUD WATER - STIJFT SOEPEL - STRIJKT PRETTIGER // SOUPLEX / amidon à froid / HONIG - KOOG AAN DE ZAAN - HOLLANDE // SOUPLEX / koud-water stijfsel / DROOG BEWAREN // Souplex is meteen klaar voor het gebruik. Souplex / strijkt prettiger en plakt niet aan het strijkijzer / Zo gebruikt U Souplex: Strooi de benodigde hoe- veelheid Soupex langzaam in koud water terwijl U / rustig roert. Blijf even doorroeren tot het poeder is/ opgelost. Maak geen papje. Souplex is meteen / klaar. Stijf er mee zoals U gewend bent. / Licht stijven: 1 eetlepel Souplex per / liter koud water. / Matig stijven: 2 afgestreken eetlepels / Souplex per liter koud water. / Zwaar stijven: 2 volle eetlepels / Souplex per liter koud water. / NETTO 130 GR. NET","De Bijenkorf Stijfselfabriek nv","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","energie","V28340","elektrische verlichting","lamphouder","Lamphouder voor hanglamp","Houder in witte porselein voor een elektrische lamp met E27 schroeffitting.","onbekend","","","","","","","","porselein","geheel","geheel","8","cm","140326","","onderwerp","energie",""
"Industriemuseum","informatie en communicatie","AF00036","kartonborden","uithangbord","Reclamebord voor industriële bakkerij Van de Casserie","Kaart met reclame voor peperkoek en gebak van fabrikant Léopold Van de Casserie in Gent. Met afbeelding van schilderij ""Zelfportret van Madame Le Brun"".","onbekend","","","","","","","","karton","geheel","geheel","41","cm","Mme LE BRUN, SELBSTBILDNIS A.D. STAFFELEI // Fabrique de Pains d' Epices et Biscuits / L. Van de Casserie / 22, RUE NEUVE SAINT-PIERRE, 22 / GAND","Van de Casserie Léopold","onderwerp","informatie en communicatie",""
"Industriemuseum","documentaire collectie","AF00048","","schoolplaat","Didactische schoolplaat over de werking van een gasfabriek","De schoolplaat ""Eene gasfabriek"" maakt deel uit van een reeks van 60 platen, gekend als de Van Lummel platen. Deze plaat geeft een binnenzicht op de zaal met de retorten en een doorsnede van een gasmeter of gasklok. Het gas wordt gewonnen uit steenkool.","Versluys & Scherjon, Lith.","drukker","Nederland","begin 20ste eeuw","1921","","1921","","karton","plaat","geheel","54.5","cm","","Versluys & Scherjon, Lith.","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","informatie en communicatie","AF01494","emailborden","uithangbord","Geëmailleerd firmabord van Neolumen in Gent","Uithangbord van het licht- en neonreclamebedrijf Neolumen in Gent.","onbekend","","","","","","","","metaal","geheel","geheel","6","cm","neolumen / COUPURE. 28 GAND / TEL. 562 14","","onderwerp","informatie en communicatie",""
"Industriemuseum","drukkerij","V34361","drukpersen","degelpers","Automatische degelpers van het merk Heidelberg","Elektrisch aangedreven sneldruk degelpers met volautomatische papierinleg en zuigstangen van het merk Heidelberg Druckmaschinen AG. Verdeeld door Plantin NV te Brussel.
Chassisnr. 117290 N.","Heidelberger Druckmaschinen AG","fabrikant","Heidelberg","3de kwart 20ste eeuw","1958","","","","metaal","geheel","geheel","160","cm","nr. 117290 N ","Heidelberger Druckmaschinen AG","onderwerp","drukkerij","3de kwart 20ste eeuw"
